"name","orig_id","streetAddress","state","location"
"PAY-O-MATIC #203","ANY004316","120 Featherbed Ln","NY","40.84611,-73.91993"
"CFSC - CHECKS CASHED #74","ANY173188","510 Claremont Pkwy","NY","40.83833,-73.90148"
"RITE AID #3888","ANY031376","9738 Seaview Ave","NY","40.634181,-73.888582"
"CONEY ISLAND CHEMIST","ANY928373","2384 Coney Island Ave","NY","40.598852,-73.961286"
"MUNDY MULTISERVICE CORP","ANY221654","10833 Corona Ave","NY","40.742664,-73.853967"
"7-ELEVEN #21950","ANY090445","10301 Queens Blvd","NY","40.725086,-73.849786"
"PLS CHECK CASHERS CC921","ANY161066","1580 Jerome Ave","NY","40.84463,-73.91484"
"LMD PHARMACY , INC","ANY931759","801 Avenue U","NY","40.598085,-73.962965"
"IDEAL CARE PHARMACY INC","ANY225625","811 Avenue U","NY","40.59815,-73.962601"
"PANACEA PHARMACY","ANY195771","1211 Avenue U","NY","40.598583,-73.959758"
"LUNA DELI","ANY930264","3494 Broadway","NY","40.824949,-73.951399"
"MILL PARK PHARMACY","ANY215549","6602 Avenue U","NY","40.61767,-73.91044"
"CIR-KORT PHARMACY","ANY228761","414 Willis Ave","NY","40.813097,-73.920001"
"TRINITY PHARMACY","ANY242400","1224 Ave U","NY","40.59849,-73.95947"
"RITE AID #10585","ANY128342","2064 Mill Ave","NY","40.615477,-73.914072"
"FINE FARE SUPERMARKET","ANY930187","2497 Adam Clayton Powell Jr Blvd","NY","40.82149,-73.939061"
"PLS CHECK CASHERS CC951","ANY203647","14615 Jamaica Ave","NY","40.701964,-73.808483"
"WALGREENS #15594","APH298193","465 Kearny Ave","NJ","40.76692,-74.147468"
"QUICK SUCCESS PHARMACY INC","ANY933564","1610 Avenue U","NY","40.598949,-73.955197"
"D'ALLEGROS PHARMACY","APH040318","252 Walnut St","NJ","40.727014,-74.163417"
"D'ALLEGROS PHARMACY","APH273112","252 Walnut St","NJ","40.72698,-74.163425"
"PATEL ENTERPRISES LLC","ANY930000","1370 Pennsylvania Ave","NY","40.644096,-73.875911"
"WALGREENS #19598","ANY231169","6337 108th St","NY","40.72402,-73.847912"
"WALGREENS #1487","ANY197982","10425 Queens Blvd","NY","40.724016,-73.847909"
"CARVER BANK - BRAD HURST BR","ANY162407","300 W 145th St","NY","40.82308,-73.94248"
"DUANE READE #14335","ANY204978","320 W 145th St","NY","40.82335,-73.94311"
"WALGREENS #3379","APH283661","61 Ferry St","NJ","40.731922,-74.162822"
"WALGREENS #2650","ANY198125","5716 Avenue U","NY","40.613007,-73.916974"
"CFSC - CHECKS CASHED NJ#3","APH245458","155 Route 17","NJ","40.854837,-74.072005"
"NSA SUPERMARKET","ANY135096","14840 Hillside Ave","NY","40.706048,-73.807379"
"NEWARK TRAVEL LOG","APH128528","110 Congress St","NJ","40.732313,-74.16294"
"ANDY SMART TAXES LLC","ANY928911","96-20 Jamaica Ave","NY","40.694578,-73.84873"
"PAY-O-MATIC #220","ANY004536","1204 Elder Ave","NY","40.828911,-73.879063"
"7-ELEVEN #35049","ANY168403","2474 Flatbush Ave","NY","40.609764,-73.923238"
"FRIENDLY CHECK CASHING #4","APH189754","701 Frank E Rodgers Blvd","NJ","40.751727,-74.156689"
"RITE AID #3958","ANY031387","2002 Avenue U","NY","40.59942,-73.95104"
"UNITED MULTI SERVICES","APH333942","275 Chestnut St  Ste B","NJ","40.722474,-74.164899"
"RITE AID #4185","ANY077972","3539 Broadway","NY","40.826434,-73.950903"
"CFSC - CHECKS CASHED #5","ANY104405","837 Soundview Ave # 7","NY","40.822227,-73.867942"
"STOP & SHOP #2589","ANY213493","9210 Atlantic Ave","NY","40.687188,-73.849824"
"WALGREENS #17979","ANY232203","78-14 Linden Blvd","NY","40.669819,-73.856495"
"7-ELEVEN #38409","APH319038","2 Ferry St","NJ","40.733452,-74.163824"
"PIT STOP FOOD MART","APH323262","47 Park Ave","NJ","40.761873,-74.195634"
"7-ELEVEN #39291","ANY210281","1200 Victory Blvd","NY","40.6163,-74.10378"
"CFSC - CHECKS CASHED #77","ANY221072","1562 Saint Nicholas Ave","NY","40.853775,-73.930177"
"7-ELEVEN #39084","ANY140528","557 Grand Concourse","NY","40.81895,-73.92711"
"KRAUZERS FOOD STORE","APH258427","787 Kearny Ave","NJ","40.779106,-74.141091"
"UNITED CHECK CASHING","APH225559","7 Ridge Rd","NJ","40.782101,-74.13846"
"STOP & SHOP #800","APH153872","8 Franklin St","NJ","40.78285,-74.184759"
"STOP & SHOP #813","APH039374","160 Kingsland Rd","NJ","40.82696,-74.14002"
"CFSC - CHECKS CASHED #57","ANY217969","127-01 Rockaway Boulevard","NY","40.67538,-73.810588"
"NY PAWNBROKERS","ANY122698","301 E 149th St","NY","40.81706,-73.92144"
"NY PAWNBROKERS INC","ANY007726","301 E 149th St","NY","40.81706,-73.92144"
"7-ELEVEN #35987","ANY189039","10740 Queens Blvd","NY","40.721575,-73.844835"
"PHARMACY 4 U","ANY208729","1919aa Avenue U","NY","40.604163,-73.931265"
"METRO PHARMACY","ANY235305","342 E 149th Street","NY","40.816629,-73.920058"
"METRO PHARMACY","ANY932958","342 E 149th Street","NY","40.816629,-73.920058"
"RITE AID #4852","ANY028495","7114 Austin St","NY","40.719814,-73.844507"
"PKP GROCERY INC","APH335933","598 Jackson Ave","NJ","40.674617,-74.201939"
"CFSC - CHECKS CASHED #9","ANY117935","1794 Jerome Ave","NY","40.84867,-73.91197"
"DUANE READE #14199","ANY204253","10716 71st Ave","NY","40.720529,-73.844331"
"CFSC - CHECKS CASHED #21","ANY218025","544 E Fordham Rd","NY","40.848574,-73.911454"
"CFSC - CHECKS CASHED #78","ANY190589","1815 Grand Concourse","NY","40.84734,-73.90835"
"PAY-O-MATIC #215","ANY004482","925 E 174th St","NY","40.83714,-73.88706"
"PAY-O-MATIC #219","ANY004525","1202 Morrison Ave","NY","40.82976,-73.87464"
"ARROCHAR FOOD SERVICE","ANY221335","101 Mcclean Ave","NY","40.59844,-74.06528"
"REALIABLE PHARMACY","ANY931605","10710 71st Rd","NY","40.719827,-73.843617"
"CFSC - CHECKS CASHED #23","ANY218058","1801 Dr Martin L King Jr Blvd Frnt 4","NY","40.85076,-73.91517"
"GLORIOUS USA INC","ANY932222","9308 101st Ave","NY","40.683693,-73.8473"
"7-ELEVEN #35301","APH271583","448 Ridge Rd","NJ","40.794766,-74.128423"
"WALGREENS #10064","ANY199281","3082 Avenue U","NY","40.600946,-73.935604"
"PARMRX EXPRESS INC","ANY193054","1311 Gravesend Neck Rd","NY","40.59454,-73.95703"
"PRESTIGE CARE PHARMACY INC","ANY242202","1190 Gravesend Neck Rd","NY","40.594123,-73.958653"
"DOLLAR GENERAL #19210","ANY240518","528 Jackson Ave","NY","40.812681,-73.908802"
"WALGREENS #10441","ANY199544","2590 Coney Island Ave","NY","40.593342,-73.960948"
"FINE FARE SUPERMARKET","ANY234524","1221 Fteley Ave","NY","40.830223,-73.871796"
"STOP & SHOP #822","APH039208","801 Newark Ave","NJ","40.681775,-74.206774"
"WALGREENS #2831","APH283539","475 Ridge Rd","NJ","40.7953,-74.128745"
"ONE STOP WINE & LIQUORS","APH107332","592 Ridge Rd","NJ","40.797678,-74.126358"
"2965 GAS CORP","ANY182296","2965 86th St","NY","40.59044,-73.97481"
"CASH XPRESS","ANY210797","769 White Plains Rd","NY","40.820946,-73.858016"
"STOP & SHOP #819","APH039451","425 Lewandowski St","NJ","40.804169,-74.117907"
"HARJOE CHECK CASHING","ANY832726","9044 Parsons Blvd","NY","40.703763,-73.800711"
"VALERO GAS STATION","APH319544","300-310 Elizabeth Ave","NJ","40.650484,-74.194923"
"SHOP RITE-KEARNY","APH292054","100 Passaic Ave","NJ","40.75691,-74.160368"
"RITE AID #2612","ANY031233","344 Avenue X","NY","40.59049,-73.97067"
"PAY-O-MATIC #207","ANY004372","269 E Tremont Ave","NY","40.848871,-73.903429"
"7-ELEVEN #26280","APH138891","731 Board Ave","NJ","40.838196,-74.005861"
"LA COPA SUPERMARKET","APH158657","547-549 Elizabeth Ave","NJ","40.65564,-74.199336"
"PAY-O-MATIC #235","ANY223876","1865 Bruckner Blvd","NY","40.82604,-73.86155"
"OBI BARBER SHOP INC","ANY933663","105-16 Jamaica Ave","NY","40.695265,-73.841407"
"7 ELEVEN/SUNOCO #40289","APH310226","284 Washington Ave","NJ","40.833525,-74.053604"
"KEY FOOD","ANY933607","8235 153 Rd Avenue","NY","40.666154,-73.851449"
"BROOK SPECIALTY PHARMACY","ANY929516","700 Brook Ave Suite 508a E 156th Street","NY","40.814719,-73.907411"
"LINDEN PARK PHARMACY","ANY201876","8243 153rd Ave","NY","40.666743,-73.850681"
"RITE AID #10607","ANY127286","10230 Atlantic Ave","NY","40.689695,-73.841697"
"PAY-O-MATIC #211","ANY004426","664 E Tremont Ave","NY","40.845645,-73.891936"
"FALCON TRAVEL CORP","ANY156754","571 Southern Blvd","NY","40.81255,-73.90267"
"PAY-O-MATIC #214","ANY004459","890 E Tremont Ave","NY","40.842135,-73.884913"
"FRANCONIA PHARMACY","ANY226286","45-02 162 St","NY","40.75629,-73.804545"
"PAY-O-MATIC #223","ANY004569","1784 Westchester Ave","NY","40.83175,-73.86694"
"PAY-O-MATIC #428","ANY155434","92-40a Guy R Brewer Blvd","NY","40.703485,-73.796476"
"WALGREENS #19694","ANY231059","110-88 Queens Blvd","NY","40.718454,-73.838184"
"CFSC - CHECKS CASHED #10","ANY117946","2031 Jerome Ave","NY","40.853513,-73.907839"
"WALGREENS #10475","ANY199599","2270 Clove Rd","NY","40.59905,-74.08155"
"7-ELEVEN #37146","APH295639","790 Broad St","NJ","40.735043,-74.17175"
"GRAMERCY DRUGS INC","ANY933641","2218 Avenue X","NY","40.592987,-73.948022"
"PAY-O-MATIC #209","ANY004394","350 Devoe Ave","NY","40.83938,-73.8778"
"WALGREENS #18322","ANY232193","3012 3rd Ave","NY","40.819522,-73.913495"
"7-ELEVEN #32353","APH139429","750 Rutherford Ave","NJ","40.813571,-74.109498"
"DAVIDS CHECK CASHING DCC #03","ANY118716","1998 Bruckner Blvd Frnt 4","NY","40.82593,-73.85714"
"WALGREENS #7321","ANY198729","1227 Forest Ave","NY","40.62634,-74.13095"
"LYDNHURST LIQOURS","APH342379","298 Ridge Road","NJ","40.808588,-74.118683"
"1 STOP GROUP LLC","ANY930066","2851 Cropsey Ave","NY","40.585213,-73.987298"
"WALGREENS #18412","ANY232676","96-02 Rockaway Blvd","NY","40.680045,-73.842194"
"PAY-O-MATIC #239","ANY150297","620a Castle Hill Ave","NY","40.819736,-73.847725"
"HOMECREST V&I PHARMACY INC","ANY929792","1826 Gravesend Neck Rd","NY","40.592383,-73.946314"
"PLS CHECK CASHERS CC923","ANY163804","168 Nagle Ave","NY","40.86148,-73.92506"
"FAMILY DRUGSTORE","ANY929109","3692 Nostrand Ave","NY","40.594028,-73.94067"
"7-ELEVEN #38522","APH333722","869 Broad Street","NJ","40.733405,-74.173633"
"NORTH BROAD FOOD MART","APH307741","1410 N Broad St","NJ","40.697835,-74.217363"
"7 ELEVEN #40084","APH308368","Us Hwy 46e & Abbott Ave","NJ","40.841466,-73.996664"
"FRIENDLY CHECK CASHING #11","APH189819","557 N Broad St","NJ","40.67636,-74.212966"
"STOP & SHOP #505","ANY006253","1710 Avenue Y","NY","40.59032,-73.95261"
"CRYSTAL PHARMACY INC","ANY193922","2950 Avenue X Ste B","NY","40.59394,-73.93935"
"FALCON MULTISERVICES NO. 2","ANY210335","846 Gerard Ave","NY","40.826793,-73.925141"
"7-ELEVEN #35321","APH279448","11-35 River Rd","NJ","40.786819,-74.146143"
"DOLLAR GENERAL #11810","APH323569","11 River Rd Ste 35","NJ","40.786869,-74.146111"
"7-ELEVEN #38242","APH310039","131 Market St","NJ","40.736364,-74.174045"
"DOLLAR GENERAL #19195","APH328069","131 Market St","NJ","40.736373,-74.17405"
"OLD TOWN PHARMACY INC","ANY223502","1250 Hylan Blvd Ste 3a","NY","40.597632,-74.08424"
"TERMINAL ONE REST CORP","ANY932552","323 Sand Ln","NY","40.59204,-74.067914"
"HALL MARK MINI MART","APH336451","10 Hill Street","NJ","40.731795,-74.175331"
"ATN CHECK CASHING #2","ANY117111","11303 Sutphin Blvd","NY","40.686957,-73.794059"
"WALGREENS #15010","APH304539","834 Springfield Ave","NJ","40.728657,-74.219765"
"PAY-O-MATIC #150","ANY155379","2510 Hylan Blvd Ste B","NY","40.57025,-74.10988"
"ONE STOP PHARMACY","ANY162298","176 E 161st St","NY","40.82661,-73.92221"
"PAY-O-MATIC #224","ANY004581","1908 Cross Bronx Expy","NY","40.832656,-73.859871"
"WALGREENS #19866","APH311513","1084 Brd St","NJ","40.724538,-74.177529"
"7-ELEVEN #32126","ANY932837","3768-3778 Nostrand Ave","NY","40.591894,-73.940581"
"WALGREENS #11267","ANY199995","244 E 161st St","NY","40.825569,-73.918525"
"PAY-O-MATIC #226","ANY004602","2193 Grand Concourse","NY","40.85581,-73.90116"
"CFSC - CHECKS CASHED #62","ANY217992","108-08 Guy Brewer Boulevard","NY","40.696271,-73.791187"
"ASG RX CORP PHARMACY","ANY933618","10216 Liberty Ave","NY","40.681582,-73.838167"
"G&G PHARMACY INC","ANY192932","2967 Ocean Ave","NY","40.588979,-73.949244"
"TOWN CHECK CASHING - BLOOMFIEL","APH291723","493 Bloomfield Ave","NJ","40.790916,-74.196066"
"QUEENS RAPID DEVELOPMENT LLC","ANY936435","10805 Liberty Ave","NY","40.683104,-73.837485"
"STOP & SHOP #2591","ANY213514","2965 Cropsey Ave","NY","40.58242,-73.98605"
"QUEENS CHECK CASHING","ANY211215","17015 Jamaica Ave","NY","40.707565,-73.789253"
"HARRIS CHECK CASHING","APH065311","519 Broadway","NJ","40.768322,-74.163353"
"T & T LIQUORS","APH304979","759 Broadway","NJ","40.775797,-74.158481"
"HIGH TECH AUTO CARE CENTER","APH314374","390 Washington St","NJ","40.731501,-74.177875"
"RITE AID #10586","ANY128892","2981 Ocean Ave","NY","40.58836,-73.94935"
"RITE AID #4876","ANY039659","3823 Nostrand Ave","NY","40.59062,-73.93999"
"7-ELEVEN #38154","APH318291","712 Broadway","NJ","40.774648,-74.159939"
"ACOSTA AGENCY","APH072296","568 Broadway","NJ","40.769888,-74.163199"
"ACOSTA AGENCY","APH072306","568 Broadway","NJ","40.769888,-74.163199"
"TWO LUCKY CONVENIENCE STORE","APH332600","154 Hillside Ave","NJ","40.698654,-74.2231"
"CFSC - CHECKS CASHED #4","ANY104449","15 E 183rd St # 8","NY","40.85855,-73.90324"
"PAY-O-MATIC #319","ANY004888","514 W 207th St","NY","40.864927,-73.91968"
"CAMP DRUGS","APH298818","850 18th Ave","NJ","40.737659,-74.222064"
"7-ELEVEN #21826","ANY090434","8164 Lefferts Blvd","NY","40.708021,-73.831178"
"RITE AID #4991","ANY028813","10907 101st Ave","NY","40.687926,-73.834122"
"US LANKA INC","ANY149165","17516 Hillside Ave","NY","40.711635,-73.787186"
"WALGREENS #18389","APH311348","441 Valley Brook Ave","NJ","40.81153,-74.123083"
"BAY PHARMACY","ANY242246","1653 Sheepshead Bay Rd","NY","40.586412,-73.952258"
"ASSOCIATED","ANY155676","724 E 161st St","NY","40.8214,-73.90503"
"7-ELEVEN #34248","ANY149956","1440 Forest Ave","NY","40.62444,-74.13686"
"SHOE CARE SERVICES","ANY233842","8153 A Lefferts Blvd","NY","40.708345,-73.830755"
"RITE AID #7759","ANY111401","1033 Saint Nicholas Ave","NY","40.83596,-73.93993"
"RITE AID #7906","ANY139276","840 Westchester Ave","NY","40.81982,-73.90132"
"WALGREENS #19903","APH313186","1335 16th St","NJ","40.844648,-73.980777"
"PAY-O-MATIC #230","ANY004646","4551 3rd Ave","NY","40.8546,-73.89047"
"MORRIS AVE PHARMACY","APH305552","333 Morris Ave","NJ","40.669857,-74.218479"
"CFSC - CHECKS CASHED #45","ANY153003","2292 Crotona Ave","NY","40.851942,-73.884515"
"PAY-O-MATIC #206","ANY235734","2356 Grand Concourse","NY","40.85872,-73.89898"
"FINE FARE SUPERMARKET","ANY214395","10830 Merrick Blvd","NY","40.69732,-73.785888"
"WALGREENS #16402","APH307862","175 Washington Ave","NJ","40.787069,-74.153344"
"7-ELEVEN #38078","APH328508","111 Union Ave","NJ","40.827579,-74.097522"
"SKYLINE LIQUORS CORPORATION","APH333832","735 Dr Martin Luther King Blvd","NJ","40.732397,-74.181211"
"FOREVER YOUR CARDS & GIFTS","APH240992","246 Broad Ave","NJ","40.847031,-73.998256"
"ARGICERAM S STAFFING AND MULTI","APH345471","224 Washington Ave","NJ","40.788747,-74.152389"
"STOP & SHOP #2581","ANY213404","15601 Crossbay Blvd","NY","40.663875,-73.840481"
"PLS CHECK CASHERS CC908","ANY235404","84 W Fordham Rd","NY","40.86275,-73.90458"
"PRIMEMED PHARMACY","ANY931166","12084 Queens Blvd","NY","40.712853,-73.82804"
"SHOPPERS EXPRESS","APH307268","300 Washington Ave","NJ","40.791055,-74.151023"
"S & K WARBASSE PHARMACY","ANY928867","499 Neptune Ave","NY","40.580313,-73.9722"
"PRIMEMED PHARMACY","ANY233633","12084 Queens Blvd","NY","40.712893,-73.827865"
"HEALTH CHOICE PHARMACY","ANY928845","3735 Nostrand Ave","NY","40.589091,-73.934491"
"STOP & SHOP #581","ANY115746","2754 Hylan Blvd","NY","40.56548,-74.1147"
"PLS CHECK CASHERS CC948","ANY207168","17908 A Hillside Ave","NY","40.713055,-73.783187"
"SYB TRAVEL","APH123929","437 Mount Prospect Ave","NJ","40.766711,-74.169548"
"PAY-O-MATIC #227","ANY235745","2441 Jerome Ave","NY","40.86249,-73.90161"
"SAAB PHARMACY","ANY224152","291 Neptune Ave","NY","40.581099,-73.963995"
"CASTLE CHECK CASHING #6","ANY139243","689 Morris Park Ave","NY","40.84516,-73.86638"
"S & K PHARMACY","ANY928856","371 Neptune Ave","NY","40.58056,-73.96658"
"NUMBER 7 PHARMACY","ANY928504","388 Neptune Ave","NY","40.580466,-73.966963"
"GEM PHARMACY INC","ANY233479","10 Brighton 11th St","NY","40.582237,-73.956082"
"ALMEDA INSURANCE AGENCY INC","ANY125064","1687 Jerome Ave","NY","40.83398,-73.92464"
"MAIL N PARCEL","ANY150967","1510 Castle Hill Ave","NY","40.83672,-73.85229"
"SUMIT PROFESSIONAL SERVICES","ANY933685","118-16 Atlantic Ave","NY","40.69382,-73.82824"
"7-ELEVEN #32128","ANY091347","11211 Liberty Ave","NY","40.685513,-73.830067"
"RITE AID #4267","ANY039648","1091 Ogden Ave","NY","40.83542,-73.92798"
"PLS CHECK CASHERS CC937","ANY208147","2486 Grand Concourse","NY","40.86201,-73.896993"
"LEPRECHAUN NEWS","APH040868","6 Park Ave","NJ","40.828584,-74.101299"
"STOP & SHOP #817","APH307675","380 W Pleasantview Ave","NJ","40.877393,-74.066799"
"7-ELEVEN #26601","ANY093372","2702 Knapp St","NY","40.58792,-73.93174"
"CFSC - CHECKS CASHED #29","ANY148867","1661 Metropolitan Ave","NY","40.840725,-73.85567"
"7-ELEVEN #34296","APH306827","100 Lindenberg Rd","NJ","40.691737,-74.184547"
"BALAJI PHARMACY","ANY219961","1726 Mermaid Ave","NY","40.57659,-73.98509"
"7 ELEVEN #39161","APH218993","1400 Bergen Blvd","NJ","40.848915,-73.984274"
"WALGREENS #19931","APH312305","208 Park Ave","NJ","40.825358,-74.1099"
"RITE AID #4257","ANY031431","3001-27 Mermaid Avenue","NY","40.575503,-73.996943"
"G&G DRUGS","APH294276","575 Central Ave","NJ","40.760782,-74.223838"
"TROPICAL TRAVEL AGENCY","APH130772","195 Bloomfield Ave","NJ","40.760569,-74.176221"
"ABBOTS DRUG STORE","APH345954","531 Washington Ave","NJ","40.798794,-74.147716"
"DEMEJOR BUSINESS CENTER","APH334646","525 Washington Ave","NJ","40.798677,-74.147886"
"7-ELEVEN #27760","ANY160384","2250 College Point Blvd","NY","40.778776,-73.846486"
"7-ELEVEN #38268","APH334701","216 Bellevile Ave","NJ","40.787484,-74.158706"
"7-ELEVEN #37717","ANY220059","15935 Crossbay Blvd","NY","40.658082,-73.839264"
"WALGREENS #19400","APH311117","1200 Clinton Ave  Ste 1","NJ","40.728034,-74.232281"
"PLS CHECK CASHERS CC962","ANY203603","385 E Fordham Rd","NY","40.862259,-73.891826"
"PINEBROOK RX INC","ANY191634","1183 Jerome Ave","NY","40.83577,-73.92288"
"WALGREENS #12079","APH286664","597 Washington Ave","NJ","40.800332,-74.147058"
"WALGREENS #17680","ANY232654","160-10 Cross Bay Blvd","NY","40.65637,-73.839612"
"1 STOP SUPERMARKET","APH304638","50 Main St","NJ","40.768319,-74.221934"
"JTS CHECK CASHING","ANY164674","11408 Merrick Blvd","NY","40.691325,-73.779291"
"SPRING BANK","ANY151353","69 E 167th St","NY","40.835477,-73.920352"
"PLS CHECK CASHERS CC915","ANY146766","51d Richmond Hill Rd","NY","40.588157,-74.16571"
"7-ELEVEN #18609","APH137582","1605 Lemoine Ave","NJ","40.84929,-73.970935"
"7-ELEVEN #20944","ANY160438","6958 Main St","NY","40.72972,-73.823688"
"WALGREENS #10326","ANY199467","713 Brighton Beach Ave","NY","40.57797,-73.96006"
"RITE AID #3844","ANY031091","950-960 Southern Boulevard","NY","40.821929,-73.891696"
"V&K PHARMACY","ANY188818","1227 Ogden Ave","NY","40.838411,-73.926444"
"ASSOCIATED SUPERMARKET","ANY167743","3470 3rd Ave","NY","40.829862,-73.906134"
"CENTRAL PHARMACY OF BROOKLYN N","ANY215736","252 Brighton Beach Ave","NY","40.57677,-73.96542"
"HEALTH IS WEALTH","ANY242466","227 Brighton Beach Ave","NY","40.5766,-73.96619"
"7-ELEVEN #36950","ANY195166","708 Brighton Beach Ave","NY","40.577718,-73.960024"
"DUANE READE #14285","ANY206178","105 Brighton Beach Ave","NY","40.57632,-73.96779"
"EISENBERG PHARMACY","ANY218553","203 Brighton Beach Ave","NY","40.57645,-73.96691"
"USA LAMODA STORE","ANY222237","623 Brighton Beach Ave","NY","40.576953,-73.963868"
"7-ELEVEN #39479","ANY193252","1810 Forest Ave","NY","40.62517,-74.14919"
"WALGREENS #9204","ANY198873","955 Manor Rd","NY","40.60363,-74.1207"
"RITE AID #2010","ANY029056","4046 Broadway","NY","40.842809,-73.938832"
"PALI LAUNDROMAT NJ LLC","APH305408","474 Broad Ave","NJ","40.852149,-73.994729"
"PLS CHECK CASHERS CC936","ANY208136","232 E 194th St","NY","40.865168,-73.893377"
"BOARDWALK RX CORP","ANY930505","3100 Ocean Pkwy","NY","40.575842,-73.96893"
"QUICK FOOD & DELI","APH046172","283 Westfield Ave","NJ","40.666584,-74.228249"
"ATN CHECK CASHING #1","ANY104713","12211 Guy R Brewer Blvd","NY","40.679031,-73.779796"
"STOP & SHOP #851","APH020453","665 American Legion Dr","NJ","40.887227,-74.021201"
"CFSC - CHECKS CASHED #2","ANY104416","36 W Kingsbridge Rd","NY","40.86781,-73.89909"
"NICK'S GROCERY & DELI","APH278557","230-232 Main St","NJ","40.885559,-74.041727"
"SHOP N SAVE PHARMACY INC","ANY931715","7206 Main St","NY","40.726429,-73.821967"
"SEA BREEZE PHARMACY & MEDICAL","ANY144829","1129 Brighton Beach Ave","NY","40.577904,-73.955829"
"CASTLE CHECK CASHING #3","ANY235668","1221 Saint Nicholas Ave","NY","40.8432,-73.9382"
"WALGREENS #2968","APH283584","20 Arnot St","NJ","40.877228,-74.086247"
"CREDIT MULTISERVICES","ANY201931","1275 Edward L Grant Hwy","NY","40.838079,-73.922527"
"QUICK FIX ELECTRONICS LLC","APH345448","323 Union Avenue","NJ","40.794878,-74.156255"
"SHALOM PHARMACY","ANY106319","7248 Main St","NY","40.725405,-73.821436"
"DOLLAR GENERAL #19196","APH328081","186 W Market St","NJ","40.741946,-74.18729"
"WALGREENS #10911","ANY199818","1031 Westchester Ave","NY","40.82435,-73.892804"
